"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"ENSG00000221628","ENSG00000221628","2",207269275,207269424,-1,"miRNA","MIR1302-4","microRNA 1302-4 [Source:HGNC Symbol;Acc:HGNC:35296]"
"ENSG00000221630","ENSG00000221630","15",88608107,88608197,1,"miRNA","MIR1179","microRNA 1179 [Source:HGNC Symbol;Acc:HGNC:35260]"
"ENSG00000221633","ENSG00000221633","3",109018909,109019116,-1,"snoRNA","U3","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000221634","ENSG00000221634","15",85770496,85770578,-1,"miRNA","MIR1276","microRNA 1276 [Source:HGNC Symbol;Acc:HGNC:35347]"
"ENSG00000221638","ENSG00000221638","2",75627950,75628168,1,"snoRNA","U3","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000221639","ENSG00000221639","4",73263960,73264084,1,"snoRNA","",""
"ENSG00000221641","ENSG00000221641","15",22225278,22225329,-1,"miRNA","MIR1268A","microRNA 1268a [Source:HGNC Symbol;Acc:HGNC:35336]"
"ENSG00000221643","ENSG00000221643","1",203729581,203729705,1,"snoRNA","SNORA77","small nucleolar RNA, H/ACA box 77 [Source:HGNC Symbol;Acc:HGNC:32663]"
"ENSG00000221649","ENSG00000221649","15",34382069,34382150,-1,"miRNA","MIR1233-1","microRNA 1233-1 [Source:HGNC Symbol;Acc:HGNC:33929]"
"ENSG00000221650","ENSG00000221650","13",107531171,107531248,-1,"miRNA","MIR1267","microRNA 1267 [Source:HGNC Symbol;Acc:HGNC:35335]"
"ENSG00000221656","ENSG00000221656","16",2090195,2090284,-1,"miRNA","MIR1225","microRNA 1225 [Source:HGNC Symbol;Acc:HGNC:33931]"
"ENSG00000221662","ENSG00000221662","1",18897071,18897148,-1,"miRNA","MIR1290","microRNA 1290 [Source:HGNC Symbol;Acc:HGNC:35283]"
"ENSG00000221669","ENSG00000221669","7",34940760,34940834,-1,"miRNA","MIR548N","microRNA 548n [Source:HGNC Symbol;Acc:HGNC:35330]"
"ENSG00000221673","ENSG00000221673","1",219962652,219962865,1,"snoRNA","U3","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"ENSG00000221676","ENSG00000221676","9",134164439,134164564,-1,"snRNA","RNU6ATAC","RNA, U6atac small nuclear [Source:HGNC Symbol;Acc:HGNC:34017]"
"ENSG00000221680","ENSG00000221680","1",193136503,193136583,1,"miRNA","MIR1278","microRNA 1278 [Source:HGNC Symbol;Acc:HGNC:35356]"
"ENSG00000221697","ENSG00000221697","6",33999972,34000051,-1,"miRNA","MIR1275","microRNA 1275 [Source:HGNC Symbol;Acc:HGNC:35346]"
"ENSG00000221698","ENSG00000221698","17",13543529,13543646,-1,"miRNA","MIR548H3","microRNA 548h-3 [Source:HGNC Symbol;Acc:HGNC:35344]"
"ENSG00000221703","ENSG00000221703","11",7234766,7234837,1,"miRNA","MIR302E","microRNA 302e [Source:HGNC Symbol;Acc:HGNC:35348]"
"ENSG00000221705","ENSG00000221705","X",52063347,52063474,-1,"snoRNA","SNORA11E","small nucleolar RNA, H/ACA box 11E [Source:HGNC Symbol;Acc:HGNC:33623]"
"ENSG00000221710","ENSG00000221710","X",114715233,114715344,1,"miRNA","MIR1298","microRNA 1298 [Source:HGNC Symbol;Acc:HGNC:35258]"
"ENSG00000221711","ENSG00000221711","4",77702746,77702803,-1,"snoRNA","",""
"ENSG00000221716","ENSG00000221716","X",54814370,54814497,1,"snoRNA","SNORA11","small nucleolar RNA, H/ACA box 11 [Source:HGNC Symbol;Acc:HGNC:32599]"
"ENSG00000221719","ENSG00000221719","16",2796408,2796532,-1,"snoRNA","SNORA3C","small nucleolar RNA, H/ACA box 3C [Source:HGNC Symbol;Acc:HGNC:52203]"
"ENSG00000221725","ENSG00000221725","16",70852698,70852814,1,"snRNA","RNU6ATAC25P","RNA, U6atac small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:46924]"
"ENSG00000221737","ENSG00000221737","3",125790404,125790552,-1,"miRNA","MIR548I1","microRNA 548i-1 [Source:HGNC Symbol;Acc:HGNC:35352]"
"ENSG00000221739","ENSG00000221739","17",48156427,48156511,-1,"miRNA","MIR1203","microRNA 1203 [Source:HGNC Symbol;Acc:HGNC:35269]"
"ENSG00000221740","ENSG00000221740","7",22856613,22856686,1,"snoRNA","SNORD93","small nucleolar RNA, C/D box 93 [Source:HGNC Symbol;Acc:HGNC:32755]"
"ENSG00000221745","ENSG00000221745","14",101025564,101025651,1,"miRNA","MIR1197","microRNA 1197 [Source:HGNC Symbol;Acc:HGNC:35376]"
"ENSG00000221750","ENSG00000221750","X",54927305,54927433,1,"snoRNA","SNORA11G","small nucleolar RNA, H/ACA box 11G [Source:HGNC Symbol;Acc:HGNC:52190]"
"ENSG00000221753","ENSG00000221753","8",100023982,100024084,-1,"miRNA","",""
"ENSG00000221754","ENSG00000221754","14",77266218,77266290,1,"miRNA","MIR1260A","microRNA 1260a [Source:HGNC Symbol;Acc:HGNC:35325]"
"ENSG00000221760","ENSG00000221760","22",26555212,26555323,-1,"miRNA","MIR548J","microRNA 548j [Source:HGNC Symbol;Acc:HGNC:35276]"
"ENSG00000221763","ENSG00000221763","20",35453954,35454097,-1,"miRNA","MIR1289-1","microRNA 1289-1 [Source:HGNC Symbol;Acc:HGNC:35281]"
"ENSG00000221768","ENSG00000221768","8",141786242,141786313,-1,"miRNA","MIR1302-7","microRNA 1302-7 [Source:HGNC Symbol;Acc:HGNC:35299]"
"ENSG00000221771","ENSG00000221771","8",127960633,127960695,1,"miRNA","MIR1205","microRNA 1205 [Source:HGNC Symbol;Acc:HGNC:35271]"
"ENSG00000221782","ENSG00000221782","2",212426263,212426360,-1,"miRNA","MIR548F2","microRNA 548f-2 [Source:HGNC Symbol;Acc:HGNC:35306]"
"ENSG00000221783","ENSG00000221783","7",21471058,21471146,1,"miRNA","MIR1183","microRNA 1183 [Source:HGNC Symbol;Acc:HGNC:35264]"
"ENSG00000221788","ENSG00000221788","12",79419257,79419321,1,"miRNA","MIR1252","microRNA 1252 [Source:HGNC Symbol;Acc:HGNC:35365]"
"ENSG00000221792","ENSG00000221792","15",43793659,43793759,-1,"miRNA","MIR1282","microRNA 1282 [Source:HGNC Symbol;Acc:HGNC:35360]"
"ENSG00000221801","ENSG00000221801","16",11306440,11306527,-1,"miRNA","MIR548H2","microRNA 548h-2 [Source:HGNC Symbol;Acc:HGNC:35343]"
"ENSG00000221803","ENSG00000221803","19",47755853,47755962,1,"snoRNA","SNORD23","small nucleolar RNA, C/D box 23 [Source:HGNC Symbol;Acc:HGNC:32718]"
"ENSG00000221806","ENSG00000221806","20",18611047,18611167,-1,"snRNA","RNU6ATAC34P","RNA, U6atac small nuclear 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:46933]"
"ENSG00000221808","ENSG00000221808","1",20988314,20988432,-1,"miRNA","MIR1256","microRNA 1256 [Source:HGNC Symbol;Acc:HGNC:35321]"
"ENSG00000221813","ENSG00000221813","7",144000320,144008793,1,"protein_coding","OR6B1","olfactory receptor family 6 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8354]"
"ENSG00000221817","ENSG00000221817","10",73495297,73520070,1,"lncRNA","PPP3CB-AS1","PPP3CB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50750]"
"ENSG00000221818","ENSG00000221818","8",25841725,26045420,-1,"protein_coding","EBF2","EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090]"
"ENSG00000221819","ENSG00000221819","16",90028908,90029901,-1,"lncRNA","GAS8-AS1","GAS8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1197]"
"ENSG00000221821","ENSG00000221821","6",42890265,42890821,-1,"protein_coding","PEX39","peroxisomal biogenesis factor 39 [Source:HGNC Symbol;Acc:HGNC:34431]"
"ENSG00000221823","ENSG00000221823","2",68178357,68256237,-1,"protein_coding","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
"ENSG00000221826","ENSG00000221826","19",42709084,42740524,-1,"protein_coding","PSG3","pregnancy specific beta-1-glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:9520]"
"ENSG00000221829","ENSG00000221829","9",35073793,35082444,-1,"protein_coding","FANCG","FA complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]"
"ENSG00000221836","ENSG00000221836","7",144048948,144058845,1,"protein_coding","OR2A5","olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232]"
"ENSG00000221837","ENSG00000221837","21",44627093,44628378,1,"protein_coding","KRTAP10-9","keratin associated protein 10-9 [Source:HGNC Symbol;Acc:HGNC:22971]"
"ENSG00000221838","ENSG00000221838","7",100100841,100110345,1,"protein_coding","AP4M1","adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]"
"ENSG00000221840","ENSG00000221840","11",54706832,54707902,1,"protein_coding","OR4A5","olfactory receptor family 4 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15162]"
"ENSG00000221843","ENSG00000221843","2",27537386,27582722,1,"protein_coding","SPATA31H1","SPATA31 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:25275]"
"ENSG00000221844","ENSG00000221844","9",73474378,73476073,-1,"processed_pseudogene","DPP3P2","DPP3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51350]"
"ENSG00000221845","ENSG00000221845","7",47654010,47661648,1,"lncRNA","LINC02902","long intergenic non-protein coding RNA 2902 [Source:HGNC Symbol;Acc:HGNC:34432]"
"ENSG00000221849","ENSG00000221849","2",103527620,103529261,1,"processed_pseudogene","","zinc finger protein 547 (ZNF547) pseudogene"
"ENSG00000221852","ENSG00000221852","17",41026026,41027208,-1,"protein_coding","KRTAP1-5","keratin associated protein 1-5 [Source:HGNC Symbol;Acc:HGNC:16777]"
"ENSG00000221855","ENSG00000221855","7",143477873,143478796,1,"protein_coding","TAS2R41","taste 2 receptor member 41 [Source:HGNC Symbol;Acc:HGNC:18883]"
"ENSG00000221857","ENSG00000221857","19",35138824,35151336,1,"lncRNA","","novel transcript"
"ENSG00000221858","ENSG00000221858","7",144086278,144098953,1,"protein_coding","OR2A12","olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082]"
"ENSG00000221859","ENSG00000221859","21",44637356,44638455,1,"protein_coding","KRTAP10-10","keratin associated protein 10-10 [Source:HGNC Symbol;Acc:HGNC:22972]"
"ENSG00000221864","ENSG00000221864","21",44666189,44666927,-1,"protein_coding","KRTAP12-2","keratin associated protein 12-2 [Source:HGNC Symbol;Acc:HGNC:20530]"
"ENSG00000221866","ENSG00000221866","7",132123340,132648688,-1,"protein_coding","PLXNA4","plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]"
"ENSG00000221867","ENSG00000221867","X",152698767,152702347,1,"protein_coding","MAGEA3","MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]"
"ENSG00000221869","ENSG00000221869","8",47735634,47738164,-1,"protein_coding","CEBPD","CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]"
"ENSG00000221874","ENSG00000221874","19",52928475,52962823,-1,"protein_coding","ZNF816-ZNF321P","ZNF816-ZNF321P readthrough [Source:HGNC Symbol;Acc:HGNC:38879]"
"ENSG00000221878","ENSG00000221878","19",42924130,42937207,-1,"protein_coding","PSG7","pregnancy specific beta-1-glycoprotein 7 [Source:HGNC Symbol;Acc:HGNC:9524]"
"ENSG00000221879","ENSG00000221879","1",197363817,197364078,1,"processed_pseudogene","MRPS21P3","mitochondrial ribosomal protein S21 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29750]"
"ENSG00000221880","ENSG00000221880","17",41033884,41034874,-1,"protein_coding","KRTAP1-3","keratin associated protein 1-3 [Source:HGNC Symbol;Acc:HGNC:16771]"
"ENSG00000221882","ENSG00000221882","17",3276177,3386328,-1,"protein_coding","OR3A2","olfactory receptor family 3 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8283]"
"ENSG00000221883","ENSG00000221883","3",48917788,48919385,-1,"lncRNA","ARIH2OS","ARIH2 opposite strand lncRNA [Source:HGNC Symbol;Acc:HGNC:34425]"
"ENSG00000221886","ENSG00000221886","5",160392277,160400091,-1,"protein_coding","FAM200C","family with sequence similarity 200 member C [Source:HGNC Symbol;Acc:HGNC:30804]"
"ENSG00000221887","ENSG00000221887","18",63949277,63981774,1,"protein_coding","HMSD","histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]"
"ENSG00000221888","ENSG00000221888","1",247754846,247760556,-1,"protein_coding","OR1C1","olfactory receptor family 1 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8182]"
"ENSG00000221890","ENSG00000221890","22",38818452,38844036,-1,"protein_coding","NPTXR","neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]"
"ENSG00000221891","ENSG00000221891","4",164929494,164929951,-1,"processed_pseudogene","FAM218BP","family with sequence similarity 218 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:43779]"
"ENSG00000221900","ENSG00000221900","7",53035633,53036925,1,"protein_coding","POM121L12","POM121 transmembrane nucleoporin like 12 [Source:HGNC Symbol;Acc:HGNC:25369]"
"ENSG00000221909","ENSG00000221909","7",99546204,99559392,-1,"protein_coding","FAM200A","family with sequence similarity 200 member A [Source:HGNC Symbol;Acc:HGNC:25401]"
"ENSG00000221910","ENSG00000221910","7",143935233,143936186,1,"protein_coding","OR2F2","olfactory receptor family 2 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:8247]"
"ENSG00000221914","ENSG00000221914","8",26291507,26372692,1,"protein_coding","PPP2R2A","protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]"
"ENSG00000221916","ENSG00000221916","19",49118402,49119143,-1,"protein_coding","C19orf73","chromosome 19 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:25534]"
"ENSG00000221923","ENSG00000221923","19",52369914,52393738,1,"protein_coding","ZNF880","zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249]"
"ENSG00000221926","ENSG00000221926","17",15627950,15684311,-1,"protein_coding","TRIM16","tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]"
"ENSG00000221930","ENSG00000221930","X",130495159,130496232,1,"transcribed_processed_pseudogene","DENND10P1","DENND10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30886]"
"ENSG00000221931","ENSG00000221931","11",123753580,123754518,-1,"protein_coding","OR6X1","olfactory receptor family 6 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:14737]"
"ENSG00000221932","ENSG00000221932","11",124919250,124920677,1,"protein_coding","HEPN1","hepatocellular carcinoma, down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:34400]"
"ENSG00000221933","ENSG00000221933","7",144069811,144075870,1,"protein_coding","OR2A25","olfactory receptor family 2 subfamily A member 25 [Source:HGNC Symbol;Acc:HGNC:19562]"
"ENSG00000221937","ENSG00000221937","7",143222037,143223079,1,"protein_coding","TAS2R40","taste 2 receptor member 40 [Source:HGNC Symbol;Acc:HGNC:18885]"
"ENSG00000221938","ENSG00000221938","7",144123176,144131188,1,"protein_coding","OR2A14","olfactory receptor family 2 subfamily A member 14 [Source:HGNC Symbol;Acc:HGNC:15084]"
"ENSG00000221944","ENSG00000221944","2",232543883,232550557,-1,"protein_coding","TIGD1","tigger transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:14523]"
"ENSG00000221946","ENSG00000221946","19",35143148,35154303,1,"protein_coding","FXYD7","FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034]"
"ENSG00000221947","ENSG00000221947","8",70669331,70790371,1,"protein_coding","XKR9","XK related 9 [Source:HGNC Symbol;Acc:HGNC:20937]"
"ENSG00000221949","ENSG00000221949","12",62601751,62603690,-1,"lncRNA","LINC01465","long intergenic non-protein coding RNA 1465 [Source:HGNC Symbol;Acc:HGNC:26364]"
"ENSG00000221953","ENSG00000221953","1",247108335,247112417,-1,"lncRNA","LINC02897","long intergenic non-protein coding RNA 2897 [Source:HGNC Symbol;Acc:HGNC:33759]"
"ENSG00000221954","ENSG00000221954","11",49981473,49982535,-1,"protein_coding","OR4C12","olfactory receptor family 4 subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:15168]"
"ENSG00000221955","ENSG00000221955","3",125082636,125213229,-1,"protein_coding","SLC12A8","solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]"
"ENSG00000221957","ENSG00000221957","19",54832676,54848569,1,"protein_coding","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:6336]"
"ENSG00000221962","ENSG00000221962","3",152340527,152340904,-1,"transcribed_processed_pseudogene","TMEM14EP","transmembrane protein 14E, pseudogene [Source:HGNC Symbol;Acc:HGNC:34386]"
"ENSG00000221963","ENSG00000221963","22",35648128,35668409,1,"protein_coding","APOL6","apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]"
"ENSG00000221968","ENSG00000221968","11",61873515,61892136,-1,"protein_coding","FADS3","fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]"
"ENSG00000221970","ENSG00000221970","7",144312419,144322737,1,"protein_coding","OR2A1","olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]"
"ENSG00000221971","ENSG00000221971","7",45999621,46000778,-1,"transcribed_processed_pseudogene","TTC4P1","tetratricopeptide repeat domain 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12395]"
"ENSG00000221977","ENSG00000221977","14",21653835,21667642,1,"protein_coding","OR4E2","olfactory receptor family 4 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8297]"
"ENSG00000221978","ENSG00000221978","1",1385709,1400909,-1,"protein_coding","CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]"
"ENSG00000221983","ENSG00000221983","19",18571722,18577550,1,"protein_coding","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]"
"ENSG00000221986","ENSG00000221986","1",109292363,109307213,-1,"protein_coding","MYBPHL","myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434]"
"ENSG00000221988","ENSG00000221988","6",32146580,32163679,1,"protein_coding","PPT2","palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]"
"ENSG00000221989","ENSG00000221989","7",144109583,144110539,1,"protein_coding","OR2A2","olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230]"
"ENSG00000221990","ENSG00000221990","5",441498,443160,-1,"lncRNA","EXOC3-AS1","EXOC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25175]"
"ENSG00000221994","ENSG00000221994","X",47983356,48071893,-1,"protein_coding","ZNF630","zinc finger protein 630 [Source:HGNC Symbol;Acc:HGNC:28855]"
"ENSG00000221996","ENSG00000221996","11",4367263,4368386,-1,"protein_coding","OR52B4","olfactory receptor family 52 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:15209]"
"ENSG00000222000","ENSG00000222000","2",98242115,98356005,-1,"lncRNA","","novel transcript, antisense to CNGA3"
"ENSG00000222001","ENSG00000222001","2",232927042,233015898,1,"lncRNA","","novel transcript, antisense to NGEF"
"ENSG00000222004","ENSG00000222004","7",26637865,26647305,1,"lncRNA","LINC02860","long intergenic non-protein coding RNA 2860 [Source:HGNC Symbol;Acc:HGNC:22364]"
"ENSG00000222005","ENSG00000222005","2",46698940,46913231,1,"lncRNA","LINC01118","long intergenic non-protein coding RNA 1118 [Source:HGNC Symbol;Acc:HGNC:49261]"
"ENSG00000222007","ENSG00000222007","2",235773855,235783387,-1,"lncRNA","","novel transcript, antisense to AGAP1"
"ENSG00000222009","ENSG00000222009","1",44808506,44817381,1,"protein_coding","BTBD19","BTB domain containing 19 [Source:HGNC Symbol;Acc:HGNC:27145]"
"ENSG00000222011","ENSG00000222011","7",102748939,102852476,1,"protein_coding","FAM185A","family with sequence similarity 185 member A [Source:HGNC Symbol;Acc:HGNC:22412]"
"ENSG00000222012","ENSG00000222012","7",157614019,157632403,1,"lncRNA","","novel transcript, antisense to PTPRN2"
"ENSG00000222014","ENSG00000222014","2",129979666,129982738,1,"protein_coding","RAB6C","RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16525]"
"ENSG00000222017","ENSG00000222017","2",197640289,197774823,1,"lncRNA","","novel transcript, antisense to BOLL"
"ENSG00000222019","ENSG00000222019","16",90043914,90047597,-1,"transcribed_unprocessed_pseudogene","URAHP","urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]"
"ENSG00000222020","ENSG00000222020","2",239401132,239402657,1,"lncRNA","HDAC4-AS1","HDAC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54064]"
"ENSG00000222024","ENSG00000222024","7",79353410,79354392,1,"processed_pseudogene","","pseudogene similar to part of transmembrane protein 198 TMEM198"
"ENSG00000222028","ENSG00000222028","14",23042212,23044060,1,"protein_coding","PSMB11","proteasome subunit beta 11 [Source:HGNC Symbol;Acc:HGNC:31963]"
"ENSG00000222031","ENSG00000222031","2",150814946,151048774,-1,"lncRNA","","novel transcript"
"ENSG00000222032","ENSG00000222032","2",237421420,237434906,-1,"lncRNA","","novel protein (LOC728009)"
"ENSG00000222033","ENSG00000222033","2",170712451,170714567,-1,"lncRNA","LINC01124","long intergenic non-protein coding RNA 1124 [Source:HGNC Symbol;Acc:HGNC:49270]"
"ENSG00000222035","ENSG00000222035","2",202038425,202117062,-1,"lncRNA","KIAA2012-AS1","KIAA2012 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41164]"
"ENSG00000222036","ENSG00000222036","14",18967434,19003752,1,"protein_coding","POTEM","POTE ankyrin domain family member M [Source:HGNC Symbol;Acc:HGNC:37096]"
"ENSG00000222037","ENSG00000222037","22",22919535,22919851,1,"IG_C_pseudogene","IGLC6","immunoglobulin lambda constant 6 [Source:HGNC Symbol;Acc:HGNC:5860]"
"ENSG00000222038","ENSG00000222038","2",130611440,130658037,1,"protein_coding","POTEJ","POTE ankyrin domain family member J [Source:HGNC Symbol;Acc:HGNC:37094]"
"ENSG00000222041","ENSG00000222041","2",87454781,87636740,1,"lncRNA","CYTOR","cytoskeleton regulator RNA [Source:HGNC Symbol;Acc:HGNC:28717]"
"ENSG00000222042","ENSG00000222042","21",25169427,25362494,-1,"lncRNA","","novel transcript"
"ENSG00000222043","ENSG00000222043","2",177264359,177265515,1,"lncRNA","","novel transcript"
"ENSG00000222044","ENSG00000222044","22",38032165,38034228,-1,"lncRNA","POLR2F-AS1","POLR2F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40461]"
"ENSG00000222046","ENSG00000222046","1",32209079,32216196,1,"protein_coding","DCDC2B","doublecortin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:32576]"
"ENSG00000222047","ENSG00000222047","10",73908103,73922810,-1,"lncRNA","C10orf55","chromosome 10 putative open reading frame 55 [Source:HGNC Symbol;Acc:HGNC:31008]"
"ENSG00000222051","ENSG00000222051","10",101622859,101622965,1,"snRNA","RNU6-1165P","RNA, U6 small nuclear 1165, pseudogene [Source:HGNC Symbol;Acc:HGNC:48128]"
"ENSG00000222054","ENSG00000222054","5",9760907,9761013,1,"rRNA_pseudogene","RNA5SP177","RNA, 5S ribosomal pseudogene 177 [Source:HGNC Symbol;Acc:HGNC:43077]"
"ENSG00000222057","ENSG00000222057","3",121655475,121655604,-1,"snRNA","RNU4-62P","RNA, U4 small nuclear 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:46998]"
"ENSG00000222067","ENSG00000222067","11",126214260,126214478,-1,"snRNA","RNU4-86P","RNA, U4 small nuclear 86, pseudogene [Source:HGNC Symbol;Acc:HGNC:47022]"
"ENSG00000222068","ENSG00000222068","2",133391109,133391398,-1,"misc_RNA","RN7SKP154","RN7SK pseudogene 154 [Source:HGNC Symbol;Acc:HGNC:45878]"
"ENSG00000222069","ENSG00000222069","1",103523562,103523879,1,"misc_RNA","RN7SKP285","RN7SK pseudogene 285 [Source:HGNC Symbol;Acc:HGNC:46009]"
"ENSG00000222071","ENSG00000222071","10",21496562,21496641,-1,"miRNA","MIR1915","microRNA 1915 [Source:HGNC Symbol;Acc:HGNC:35399]"
"ENSG00000222072","ENSG00000222072","10",100907174,100907280,-1,"misc_RNA","Y_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000222076","ENSG00000222076","15",95745804,95745994,1,"snRNA","RNU2-3P","RNA, U2 small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:10153]"
"ENSG00000222078","ENSG00000222078","6",90001222,90001506,-1,"misc_RNA","RN7SKP110","RN7SK pseudogene 110 [Source:HGNC Symbol;Acc:HGNC:45834]"
"ENSG00000222087","ENSG00000222087","18",15320840,15320944,-1,"snRNA","RNU6-721P","RNA, U6 small nuclear 721, pseudogene [Source:HGNC Symbol;Acc:HGNC:47684]"
"ENSG00000222092","ENSG00000222092","10",29711915,29712008,1,"snRNA","RNU6-908P","RNA, U6 small nuclear 908, pseudogene [Source:HGNC Symbol;Acc:HGNC:47871]"
"ENSG00000222094","ENSG00000222094","15",72045183,72045367,1,"snRNA","RNU2-65P","RNA, U2 small nuclear 65, pseudogene [Source:HGNC Symbol;Acc:HGNC:48558]"
"ENSG00000222095","ENSG00000222095","14",100994257,100994330,1,"snoRNA","",""
"ENSG00000222099","ENSG00000222099","8",47068021,47068323,-1,"misc_RNA","RN7SKP32","RN7SK pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:45756]"
"ENSG00000222102","ENSG00000222102","5",151704289,151704578,-1,"misc_RNA","RN7SKP232","RN7SK pseudogene 232 [Source:HGNC Symbol;Acc:HGNC:45956]"
"ENSG00000222107","ENSG00000222107","5",125350868,125351131,-1,"misc_RNA","RN7SKP117","RN7SK pseudogene 117 [Source:HGNC Symbol;Acc:HGNC:45841]"
"ENSG00000222111","ENSG00000222111","5",175628188,175628462,1,"misc_RNA","RN7SKP148","RN7SK pseudogene 148 [Source:HGNC Symbol;Acc:HGNC:45872]"
"ENSG00000222112","ENSG00000222112","1",33336566,33336864,-1,"misc_RNA","RN7SKP16","RN7SK pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:45740]"
"ENSG00000222114","ENSG00000222114","X",137687891,137687994,-1,"snRNA","RNU6-985P","RNA, U6 small nuclear 985, pseudogene [Source:HGNC Symbol;Acc:HGNC:47948]"
"ENSG00000222118","ENSG00000222118","20",56205052,56205173,-1,"rRNA_pseudogene","RNA5SP487","RNA, 5S ribosomal pseudogene 487 [Source:HGNC Symbol;Acc:HGNC:43387]"
"ENSG00000222122","ENSG00000222122","X",115032427,115032533,1,"snRNA","RNU6-648P","RNA, U6 small nuclear 648, pseudogene [Source:HGNC Symbol;Acc:HGNC:47611]"
"ENSG00000222123","ENSG00000222123","15",25738508,25738620,1,"rRNA_pseudogene","RNA5SP390","RNA, 5S ribosomal pseudogene 390 [Source:HGNC Symbol;Acc:HGNC:43290]"
"ENSG00000222126","ENSG00000222126","2",148825691,148825835,-1,"snRNA","RNU2-9P","RNA, U2 small nuclear 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:48502]"
